Idade,Classe Trabalhadora,Educacao,Num Educacao,Ocupacao,Ganho de Capital,Perda de Capital,Horas por Semana,Renda
23, State-gov, Assoc-voc,11, Tech-support,0,0,40, <=50K
38, Self-emp-not-inc, 5th-6th,3, Transport-moving,0,0,40, <=50K
33, State-gov, Masters,14, Prof-specialty,0,0,30, <=50K
48, Local-gov, Masters,14, Prof-specialty,0,0,40, >50K
56, Private, Some-college,10, Transport-moving,0,0,40, >50K
44, Local-gov, Some-college,10, Prof-specialty,0,0,25, <=50K
33, Federal-gov, Some-college,10, Exec-managerial,0,0,50, <=50K
22, Private, 5th-6th,3, Handlers-cleaners,0,0,40, <=50K
18, HS-grad, Some-college,10,,0,0,20, <=50K
42, Private, HS-grad,9, Transport-moving,0,0,60, <=50K
34, Private, Some-college,10, Adm-clerical,0,0,40, <=50K
45, Federal-gov, HS-grad,9, Adm-clerical,0,1672,40, <=50K
57, Self-emp-inc, HS-grad,9, Sales,0,0,40, <=50K
59, Local-gov, Bachelors,13, Prof-specialty,0,0,40, >50K
33, Federal-gov, Some-college,10, Exec-managerial,0,0,40, >50K
52, Private, HS-grad,9, Farming-fishing,0,0,49, <=50K
17, Private, 12th,8, Sales,0,0,15, <=50K
29, Private, HS-grad,9, Other-service,0,0,30, <=50K
63, Self-emp-not-inc, Bachelors,13, Sales,0,0,30, >50K
20, Private, Some-college,10, Handlers-cleaners,0,0,24, <=50K
42, Self-emp-inc, Prof-school,15, Prof-specialty,0,1977,50, >50K
50, Self-emp-not-inc, HS-grad,9, Farming-fishing,0,0,50, <=50K
55, Private, HS-grad,9, Priv-house-serv,0,0,30, <=50K
27, Private, Assoc-acdm,12, Adm-clerical,0,0,25, <=50K
28, Private, Bachelors,13, Exec-managerial,0,0,45, <=50K
55, Private, Assoc-voc,11, Machine-op-inspct,0,0,45, <=50K
44, Federal-gov, Some-college,10, Craft-repair,0,0,40, <=50K
53, State-gov, Some-college,10, Protective-serv,0,0,40, <=50K
44, State-gov, Bachelors,13, Prof-specialty,0,0,40, <=50K
55, Private, Masters,14, Exec-managerial,0,1977,40, >50K
48, Self-emp-not-inc, Some-college,10, Prof-specialty,0,0,35, >50K
26, Private, Some-college,10, Transport-moving,0,0,40, <=50K
30, Private, 7th-8th,4, Farming-fishing,0,0,45, <=50K
32, Private, Masters,14, Prof-specialty,0,0,40, >50K
52, Private, HS-grad,9, Exec-managerial,0,0,48, <=50K
52, Private, HS-grad,9, Sales,7298,0,50, >50K
39, Private, HS-grad,9, Sales,0,0,47, <=50K
57, Local-gov, Bachelors,13, Prof-specialty,0,1902,40, >50K
21, Private, HS-grad,9, Craft-repair,594,0,40, <=50K
22, State-gov, Some-college,10, Other-service,0,0,10, <=50K
26, State-gov, Some-college,10, Other-service,0,0,40, <=50K
44, Private, Assoc-voc,11, Exec-managerial,0,0,40, >50K
42, Private, Some-college,10, Adm-clerical,0,0,30, <=50K
40, Private, Some-college,10, Transport-moving,0,0,43, <=50K
22, Private, 11th,7, Craft-repair,0,0,45, <=50K
62, Private, HS-grad,9, Craft-repair,0,0,45, >50K
33, Self-emp-not-inc, 1st-4th,2, Craft-repair,0,0,40, <=50K
45, Private, HS-grad,9, Exec-managerial,0,0,50, <=50K
18, Private, 11th,7, Handlers-cleaners,0,0,40, <=50K
32, Local-gov, Some-college,10, Craft-repair,0,0,40, <=50K
33, Private, Doctorate,16, Prof-specialty,0,0,60, >50K
20, Private, Some-college,10, Prof-specialty,0,0,15, <=50K
68, Self-emp-not-inc, HS-grad,9, Farming-fishing,0,0,20, <=50K
61, Private, 7th-8th,4, Sales,0,0,50, >50K
48, Private, Doctorate,16, Prof-specialty,0,0,40, >50K
36, Self-emp-not-inc, HS-grad,9, Sales,7688,0,40, >50K
32, Federal-gov, HS-grad,9, Other-service,0,0,32, <=50K
35, Private, Bachelors,13, Other-service,0,0,40, <=50K
53, Private, 7th-8th,4, Machine-op-inspct,0,0,40, <=50K
30, Private, Some-college,10, Sales,0,0,16, <=50K
37, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
40, Private, Bachelors,13, Protective-serv,0,0,45, <=50K
41, Private, HS-grad,9, Sales,0,0,60, <=50K
25, Self-emp-not-inc, HS-grad,9, Craft-repair,7298,0,40, >50K
53, Private, Some-college,10, Sales,0,0,55, <=50K
44, Private, 1st-4th,2, Other-service,0,0,10, <=50K
38, Private, Some-college,10, Craft-repair,0,0,58, <=50K
24, State-gov, Some-college,10, Adm-clerical,0,0,45, <=50K
65, Local-gov, HS-grad,9, Other-service,0,0,25, <=50K
29, Private, Assoc-acdm,12, Sales,0,0,60, <=50K
46, Local-gov, Some-college,10, Protective-serv,0,0,40, >50K
37, Private, 7th-8th,4, Farming-fishing,2580,0,60, <=50K
47, State-gov, Masters,14, Exec-managerial,0,0,47, >50K
62, Private, Some-college,10, Other-service,0,0,40, <=50K
54, Self-emp-not-inc, HS-grad,9, Sales,0,0,60, <=50K
33, Private, Assoc-acdm,12, Craft-repair,0,0,20, <=50K
57, Private, Some-college,10, Exec-managerial,0,1672,45, <=50K
25, Private, Assoc-acdm,12, Craft-repair,0,0,40, <=50K
44, Self-emp-inc, Some-college,10, Sales,0,0,50, >50K
52, Private, Bachelors,13, Other-service,0,0,50, <=50K
31, Private, HS-grad,9, Other-service,0,0,18, <=50K
39, Private, Masters,14, Transport-moving,0,0,40, <=50K
59, Federal-gov, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
29, Self-emp-not-inc, HS-grad,9, Exec-managerial,0,0,55, <=50K
49, Private, 7th-8th,4, Prof-specialty,0,0,45, <=50K
22, Private, Bachelors,13, Sales,0,0,40, <=50K
46, Private, Masters,14, Prof-specialty,0,0,60, <=50K
50, Private, HS-grad,9, Craft-repair,3103,0,40, >50K
34, Private, HS-grad,9, Other-service,0,0,40, <=50K
28, Local-gov, Masters,14, Prof-specialty,0,1902,55, <=50K
20, Private, HS-grad,9, Sales,0,0,30, <=50K
55, State-gov, Assoc-voc,11, Exec-managerial,0,0,38, <=50K
22, Private, Some-college,10, Sales,0,0,40, <=50K
60, Self-emp-not-inc, Masters,14, Exec-managerial,0,0,40, <=50K
40, Private, 10th,6, Craft-repair,0,0,50, <=50K
47, State-gov, Some-college,10, Adm-clerical,0,0,30, <=50K
23, Private, Bachelors,13, Exec-managerial,0,0,35, <=50K
57, Local-gov, HS-grad,9, Transport-moving,0,0,40, <=50K
52, Private, 11th,7, Other-service,0,0,40, <=50K
42, Private, 7th-8th,4, Craft-repair,0,0,40, <=50K
25, Private, Assoc-acdm,12, Handlers-cleaners,0,0,20, <=50K
49, Self-emp-inc, HS-grad,9, Adm-clerical,0,2377,40, >50K
41, Federal-gov, Some-college,10, Protective-serv,0,0,40, <=50K
40, State-gov, Assoc-voc,11, Other-service,0,0,30, <=50K
58, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
26, Private, Bachelors,13, Other-service,0,0,35, <=50K
57, Private, 10th,6, Adm-clerical,0,0,70, <=50K
28, Private, HS-grad,9, Sales,0,1628,60, <=50K
28, Private, Some-college,10, Exec-managerial,2174,0,55, <=50K
17, HS-grad, 9th,5,,0,0,40, <=50K
39, Self-emp-not-inc, 9th,5, Craft-repair,0,0,40, <=50K
42, Private, HS-grad,9, Machine-op-inspct,4386,0,48, >50K
51, Self-emp-not-inc, Some-college,10, Sales,0,0,50, <=50K
27, Private, Some-college,10, Adm-clerical,0,0,39, <=50K
41, Private, HS-grad,9, Adm-clerical,0,0,43, <=50K
28, Private, Bachelors,13, Craft-repair,0,0,40, <=50K
54, Self-emp-not-inc, Some-college,10, Farming-fishing,10520,0,30, >50K
73, HS-grad, HS-grad,9,,0,0,8, <=50K
49, Private, HS-grad,9, Adm-clerical,0,0,30, <=50K
47, Private, Masters,14, Exec-managerial,0,0,40, >50K
27, Private, Some-college,10, Craft-repair,0,0,49, <=50K
42, Local-gov, Bachelors,13, Prof-specialty,0,0,45, >50K
32, Local-gov, HS-grad,9, Other-service,0,0,41, <=50K
27, Private, Masters,14, Sales,0,0,40, <=50K
29, Private, HS-grad,9, Craft-repair,0,0,40, >50K
22, Private, Assoc-voc,11, Prof-specialty,0,0,30, <=50K
41, Federal-gov, HS-grad,9, Adm-clerical,5178,0,40, >50K
49, Local-gov, Some-college,10, Handlers-cleaners,7298,0,40, >50K
58, Self-emp-not-inc, HS-grad,9, Farming-fishing,0,0,50, <=50K
41, Self-emp-not-inc, HS-grad,9, Farming-fishing,7688,0,40, >50K
26, Private, 9th,5, Craft-repair,0,0,35, <=50K
21, Private, HS-grad,9, Sales,0,0,55, <=50K
32, HS-grad, HS-grad,9,,0,0,2, >50K
37, Private, Bachelors,13, Exec-managerial,0,0,50, >50K
42, Self-emp-not-inc, Some-college,10, Exec-managerial,0,0,40, >50K
25, Private, HS-grad,9, Sales,0,0,26, >50K
67, Private, Some-college,10, Adm-clerical,0,0,40, <=50K
41, Local-gov, HS-grad,9, Transport-moving,0,0,38, <=50K
49, Local-gov, Masters,14, Prof-specialty,0,0,50, >50K
36, Private, Bachelors,13, Prof-specialty,1506,0,45, <=50K
18, Private, 11th,7, Craft-repair,0,0,35, <=50K
25, Private, 5th-6th,3, Handlers-cleaners,0,0,40, <=50K
43, State-gov, Prof-school,15, Prof-specialty,0,0,50, <=50K
21, Private, Some-college,10, Sales,0,0,20, <=50K
65, Self-emp-not-inc, Bachelors,13, Sales,0,0,15, <=50K
66, Private, Assoc-voc,11, Prof-specialty,0,0,35, <=50K
33, Private, 11th,7, Transport-moving,0,0,60, <=50K
51, Private, HS-grad,9, Adm-clerical,3411,0,38, <=50K
27, Self-emp-inc, HS-grad,9, Craft-repair,0,1740,40, <=50K
32, Private, Bachelors,13, Exec-managerial,15024,0,45, >50K
61, HS-grad, HS-grad,9,,0,0,36, <=50K
43, Local-gov, Some-college,10, Adm-clerical,0,0,40, <=50K
40, State-gov, Doctorate,16, Prof-specialty,0,0,40, >50K
63, Private, Bachelors,13, Sales,0,1740,35, <=50K
76, HS-grad, Some-college,10,,0,0,20, >50K
42, Private, Assoc-acdm,12, Adm-clerical,0,0,40, <=50K
43, Federal-gov, Bachelors,13, Exec-managerial,0,0,40, >50K
76, Self-emp-not-inc, Masters,14, Prof-specialty,0,0,30, >50K
41, Local-gov, Prof-school,15, Prof-specialty,0,2415,45, >50K
17, Private, 10th,6, Prof-specialty,0,0,20, <=50K
30, Self-emp-not-inc, HS-grad,9, Craft-repair,0,0,40, <=50K
30, Private, Bachelors,13, Prof-specialty,0,0,50, <=50K
53, HS-grad, Bachelors,13,,0,0,20, <=50K
28, Private, HS-grad,9, Other-service,0,0,52, <=50K
25, HS-grad, Assoc-voc,11,,3418,0,40, <=50K
47, Private, 10th,6, Machine-op-inspct,0,0,40, >50K
34, Self-emp-not-inc, Assoc-voc,11, Farming-fishing,0,0,50, <=50K
26, Private, Some-college,10, Sales,0,0,20, <=50K
63, HS-grad, Bachelors,13,,0,0,56, <=50K
25, Private, Assoc-voc,11, Exec-managerial,0,0,75, <=50K
28, Private, Bachelors,13, Sales,0,0,45, <=50K
51, Self-emp-inc, Bachelors,13, Exec-managerial,0,0,35, <=50K
18, Private, 12th,8, Adm-clerical,0,0,12, <=50K
54, Federal-gov, Some-college,10, Prof-specialty,0,0,40, >50K
61, Private, Some-college,10, Adm-clerical,0,0,40, <=50K
51, Private, Bachelors,13, Exec-managerial,0,0,45, >50K
43, Private, 7th-8th,4, Machine-op-inspct,0,0,40, <=50K
50, Local-gov, HS-grad,9, Exec-managerial,0,0,40, >50K
27, HS-grad, HS-grad,9,,0,0,25, <=50K
24, Private, Some-college,10, Handlers-cleaners,0,0,30, <=50K
20, State-gov, Some-college,10, Other-service,0,0,20, <=50K
52, Private, Bachelors,13, Exec-managerial,0,0,40, >50K
57, Local-gov, 7th-8th,4, Other-service,0,0,40, <=50K
49, Self-emp-inc, Some-college,10, Sales,0,0,60, <=50K
42, Self-emp-inc, Bachelors,13, Adm-clerical,0,0,35, <=50K
22, Private, 11th,7, Sales,0,0,40, <=50K
38, Private, Some-college,10, Tech-support,0,0,40, >50K
39, Federal-gov, Bachelors,13, Protective-serv,0,1887,60, >50K
52, Self-emp-not-inc, Some-college,10, Prof-specialty,0,0,35, <=50K
25, Private, Assoc-acdm,12, Tech-support,0,0,40, <=50K
35, State-gov, Some-college,10, Exec-managerial,0,0,80, <=50K
50, Private, Assoc-voc,11, Prof-specialty,0,0,40, <=50K
58, Private, HS-grad,9, Craft-repair,0,0,25, <=50K
48, Federal-gov, Bachelors,13, Exec-managerial,0,0,45, <=50K
30, Private, Some-college,10, Adm-clerical,0,0,35, <=50K
18, Private, 11th,7, Handlers-cleaners,0,0,12, <=50K
52, Self-emp-not-inc, Some-college,10, Sales,0,0,45, <=50K
63, Private, HS-grad,9, Sales,4064,0,40, <=50K
36, Local-gov, Masters,14, Prof-specialty,0,0,40, >50K
24, Private, Some-college,10, Machine-op-inspct,0,0,42, <=50K
30, Local-gov, Assoc-acdm,12, Protective-serv,0,0,40, <=50K
35, HS-grad, HS-grad,9,,0,0,20, <=50K
21, Private, Bachelors,13, Other-service,0,0,20, <=50K
28, Private, Some-college,10, Craft-repair,0,0,43, <=50K
42, Private, Some-college,10, Tech-support,0,0,40, <=50K
21, Private, Some-college,10, Other-service,0,0,30, <=50K
51, Private, Some-college,10, Sales,0,0,40, >50K
27, Federal-gov, Bachelors,13, Adm-clerical,0,0,40, <=50K
23, Self-emp-not-inc, HS-grad,9, Transport-moving,0,0,40, <=50K
57, Private, Some-college,10, Sales,0,1902,40, >50K
22, State-gov, Bachelors,13, Prof-specialty,0,0,12, <=50K
59, Private, 9th,5, Transport-moving,0,0,60, >50K
38, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
35, Private, Assoc-voc,11, Sales,0,0,40, <=50K
50, Private, HS-grad,9, Protective-serv,0,0,38, >50K
45, Private, Doctorate,16, Prof-specialty,0,0,50, >50K
44, Private, Masters,14, Exec-managerial,0,0,50, >50K
23, Private, Assoc-acdm,12, Prof-specialty,0,0,40, <=50K
34, Private, 11th,7, Handlers-cleaners,0,0,40, <=50K
23, Self-emp-inc, Bachelors,13, Sales,0,0,43, <=50K
39, State-gov, Some-college,10, Protective-serv,0,0,40, <=50K
19, Private, Some-college,10, Handlers-cleaners,0,0,55, <=50K
54, Private, Some-college,10, Exec-managerial,0,0,40, >50K
40, Private, Masters,14, Prof-specialty,0,0,43, <=50K
31, Self-emp-inc, Some-college,10, Adm-clerical,0,0,20, >50K
25, Private, 9th,5, Handlers-cleaners,0,0,40, <=50K
33, Private, Bachelors,13, Exec-managerial,0,0,32, >50K
32, Private, HS-grad,9, Transport-moving,0,0,60, <=50K
36, Private, 10th,6, Machine-op-inspct,0,0,40, <=50K
47, Self-emp-not-inc, Some-college,10, Prof-specialty,0,0,55, >50K
80, Private, Masters,14, Prof-specialty,0,0,10, <=50K
21, Private, Some-college,10, Sales,0,0,8, <=50K
35, Self-emp-not-inc, Some-college,10, Farming-fishing,0,0,60, <=50K
77, HS-grad, Masters,14,,0,0,45, <=50K
30, Private, HS-grad,9, Transport-moving,5013,0,40, <=50K
49, Private, 7th-8th,4, Handlers-cleaners,0,0,40, <=50K
33, Private, HS-grad,9, Adm-clerical,0,1740,25, <=50K
53, Self-emp-not-inc, Some-college,10, Farming-fishing,0,0,45, <=50K
41, Private, HS-grad,9, Handlers-cleaners,0,0,55, <=50K
57, Private, Bachelors,13, Machine-op-inspct,0,0,40, >50K
21, HS-grad, Some-college,10,,0,0,25, <=50K
19, Private, Some-college,10, Other-service,0,0,40, <=50K
42, Federal-gov, Masters,14, Adm-clerical,0,2001,60, <=50K
29, Self-emp-not-inc, Some-college,10, Farming-fishing,0,0,55, <=50K
38, HS-grad, Assoc-voc,11,,0,0,25, <=50K
26, Private, Some-college,10, Other-service,0,0,20, <=50K
41, Private, Some-college,10, Craft-repair,0,3004,60, >50K
36, Self-emp-not-inc, Doctorate,16, Prof-specialty,0,0,40, >50K
25, Self-emp-not-inc, Bachelors,13, Adm-clerical,0,0,20, <=50K
42, Self-emp-not-inc, HS-grad,9, Farming-fishing,0,0,60, <=50K
32, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
32, Private, Assoc-acdm,12, Adm-clerical,0,0,30, <=50K
37, Private, 5th-6th,3, Craft-repair,0,0,40, <=50K
39, Local-gov, HS-grad,9, Protective-serv,0,0,56, <=50K
49, Private, Bachelors,13, Craft-repair,0,0,40, <=50K
24, HS-grad, 9th,5,,0,0,20, <=50K
19, Private, HS-grad,9, Sales,0,0,40, <=50K
31, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
29, Private, 7th-8th,4, Handlers-cleaners,0,0,30, <=50K
59, Private, HS-grad,9, Farming-fishing,0,0,48, <=50K
52, Private, Assoc-acdm,12, Protective-serv,0,0,40, >50K
45, Local-gov, Bachelors,13, Prof-specialty,0,0,45, >50K
58, Private, Bachelors,13, Other-service,0,0,40, <=50K
23, Private, HS-grad,9, Handlers-cleaners,0,0,25, <=50K
35, Private, 11th,7, Handlers-cleaners,0,0,40, <=50K
49, Private, Assoc-acdm,12, Exec-managerial,0,0,40, <=50K
25, Private, 12th,8, Craft-repair,0,0,40, <=50K
47, Private, Masters,14, Prof-specialty,0,0,50, >50K
28, Private, Assoc-acdm,12, Adm-clerical,0,0,40, <=50K
20, Private, Some-college,10, Exec-managerial,0,0,30, <=50K
74, HS-grad, 5th-6th,3,,0,0,56, <=50K
19, Private, HS-grad,9, Machine-op-inspct,0,0,24, <=50K
28, Private, HS-grad,9, Machine-op-inspct,2580,0,40, <=50K
61, HS-grad, Some-college,10,,0,0,40, <=50K
30, Private, Assoc-voc,11, Handlers-cleaners,0,0,53, <=50K
35, Private, 7th-8th,4, Machine-op-inspct,0,0,40, >50K
23, Private, Bachelors,13, Other-service,0,0,40, <=50K
25, Private, Bachelors,13, Exec-managerial,0,0,30, >50K
30, Private, Masters,14, Prof-specialty,0,0,45, >50K
26, Private, HS-grad,9, Craft-repair,0,0,35, <=50K
34, Local-gov, HS-grad,9, Transport-moving,0,0,45, <=50K
49, Private, Bachelors,13, Exec-managerial,0,0,40, <=50K
35, Private, Some-college,10, Handlers-cleaners,0,2042,40, <=50K
38, Private, HS-grad,9, Sales,0,0,40, <=50K
36, Private, HS-grad,9, Handlers-cleaners,0,0,20, <=50K
33, Private, HS-grad,9, Prof-specialty,0,0,48, >50K
54, Private, Some-college,10, Other-service,0,0,40, <=50K
19, Local-gov, HS-grad,9, Craft-repair,0,0,40, <=50K
18, Never-worked, 10th,6,,0,0,40, <=50K
43, Self-emp-not-inc, HS-grad,9, Sales,0,0,40, <=50K
49, Local-gov, 5th-6th,3, Other-service,0,0,40, <=50K
25, Private, Bachelors,13, Prof-specialty,0,0,70, <=50K
17, Private, 10th,6, Sales,0,0,20, <=50K
41, Self-emp-inc, Bachelors,13, Sales,0,0,60, >50K
30, Private, Some-college,10, Transport-moving,0,0,35, <=50K
25, Private, HS-grad,9, Protective-serv,0,0,40, <=50K
27, Private, Assoc-voc,11, Sales,0,0,35, <=50K
55, Private, Some-college,10, Protective-serv,0,0,40, >50K
31, Federal-gov, Bachelors,13, Exec-managerial,0,0,40, <=50K
63, Private, Masters,14, Prof-specialty,0,0,40, >50K
46, Private, 7th-8th,4, Transport-moving,0,0,40, <=50K
42, Private, Bachelors,13, Exec-managerial,0,0,50, >50K
26, Private, Bachelors,13, Adm-clerical,0,0,20, <=50K
20, HS-grad, Some-college,10,,0,0,30, <=50K
61, Private, 9th,5, Handlers-cleaners,0,0,40, >50K
23, State-gov, HS-grad,9, Exec-managerial,0,0,40, <=50K
35, Private, Bachelors,13, Tech-support,7430,0,40, >50K
42, Self-emp-not-inc, HS-grad,9, Sales,0,0,12, <=50K
31, Private, 12th,8, Other-service,0,0,21, <=50K
63, Private, Bachelors,13, Adm-clerical,0,0,25, <=50K
29, State-gov, Assoc-voc,11, Tech-support,0,1590,64, <=50K
43, State-gov, Bachelors,13, Prof-specialty,0,0,40, <=50K
22, Private, Bachelors,13, Adm-clerical,0,0,10, <=50K
23, Self-emp-not-inc, Bachelors,13, Adm-clerical,0,2231,40, >50K
35, Private, 9th,5, Craft-repair,0,0,45, <=50K
32, Private, HS-grad,9, Other-service,0,0,28, <=50K
50, Self-emp-inc, Bachelors,13, Exec-managerial,15024,0,60, >50K
26, Local-gov, Masters,14, Prof-specialty,0,0,40, <=50K
29, Private, Assoc-voc,11, Craft-repair,0,0,50, <=50K
57, Private, Some-college,10, Prof-specialty,0,0,40, >50K
35, Private, Assoc-voc,11, Prof-specialty,0,0,40, >50K
31, Self-emp-not-inc, Some-college,10, Sales,0,0,60, >50K
60, Private, HS-grad,9, Sales,0,0,33, <=50K
21, Private, Assoc-voc,11, Adm-clerical,0,1579,40, <=50K
71, Local-gov, Masters,14, Prof-specialty,0,0,40, <=50K
50, Local-gov, HS-grad,9, Adm-clerical,0,0,40, <=50K
37, Private, Some-college,10, Sales,0,0,45, >50K
74, Private, HS-grad,9, Other-service,0,0,30, <=50K
67, Private, Some-college,10, Sales,0,1844,70, <=50K
59, Private, Some-college,10, Craft-repair,0,0,43, >50K
28, Private, HS-grad,9, Transport-moving,0,1740,40, <=50K
45, Private, HS-grad,9, Farming-fishing,0,0,40, <=50K
63, Self-emp-not-inc, Some-college,10, Farming-fishing,0,0,20, <=50K
39, Private, Bachelors,13, Prof-specialty,0,0,63, <=50K
33, State-gov, Some-college,10, Other-service,0,0,40, <=50K
32, Private, Bachelors,13, Other-service,0,0,40, <=50K
34, Private, Bachelors,13, Exec-managerial,0,1977,45, >50K
29, State-gov, Masters,14, Adm-clerical,0,0,36, <=50K
22, Private, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
53, Private, Bachelors,13, Sales,13550,0,43, >50K
46, Private, Assoc-voc,11, Craft-repair,0,0,42, <=50K
51, Private, Some-college,10, Other-service,0,0,40, >50K
56, State-gov, HS-grad,9, Adm-clerical,0,0,40, <=50K
52, Private, 9th,5, Machine-op-inspct,0,0,30, <=50K
45, Federal-gov, Some-college,10, Exec-managerial,7688,0,40, >50K
35, HS-grad, HS-grad,9,,0,0,4, <=50K
46, Private, 5th-6th,3, Craft-repair,0,0,45, <=50K
35, Private, 12th,8, Craft-repair,0,0,50, <=50K
33, Private, HS-grad,9, Exec-managerial,0,0,50, <=50K
48, Private, Bachelors,13, Sales,0,0,40, <=50K
32, Private, HS-grad,9, Machine-op-inspct,0,0,50, <=50K
18, HS-grad, 10th,6,,0,0,40, <=50K
20, Private, Some-college,10, Other-service,0,0,32, <=50K
35, Private, HS-grad,9, Transport-moving,0,0,60, <=50K
19, Private, HS-grad,9, Handlers-cleaners,0,0,25, <=50K
21, Private, HS-grad,9, Sales,0,0,40, <=50K
28, Private, Bachelors,13, Adm-clerical,0,0,16, <=50K
45, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
32, Private, Assoc-voc,11, Adm-clerical,0,0,45, <=50K
44, Private, Bachelors,13, Craft-repair,0,0,12, <=50K
55, Private, HS-grad,9, Prof-specialty,0,0,40, >50K
33, Private, Masters,14, Prof-specialty,0,0,40, >50K
36, Private, Bachelors,13, Exec-managerial,0,0,55, <=50K
39, Private, Bachelors,13, Sales,7298,0,55, >50K
53, Private, 10th,6, Machine-op-inspct,0,0,40, <=50K
47, Private, HS-grad,9, Exec-managerial,3325,0,45, <=50K
49, Self-emp-inc, Assoc-voc,11, Exec-managerial,0,0,60, <=50K
44, Self-emp-inc, Some-college,10, Other-service,0,0,80, <=50K
19, Private, HS-grad,9, Prof-specialty,0,0,40, <=50K
37, Self-emp-not-inc, HS-grad,9, Craft-repair,0,0,40, <=50K
60, HS-grad, HS-grad,9,,0,0,35, <=50K
23, Private, Some-college,10, Handlers-cleaners,0,0,25, <=50K
54, Local-gov, HS-grad,9, Other-service,0,0,35, <=50K
23, Private, HS-grad,9, Craft-repair,0,0,38, <=50K
19, State-gov, Some-college,10, Prof-specialty,0,0,25, <=50K
51, Private, Bachelors,13, Craft-repair,0,0,20, >50K
41, Private, Bachelors,13, Exec-managerial,7688,0,50, >50K
61, Private, Some-college,10, Tech-support,15024,0,18, >50K
19, Self-emp-not-inc, 10th,6, Adm-clerical,0,0,40, <=50K
49, Private, 7th-8th,4, Prof-specialty,0,0,32, <=50K
35, Private, 10th,6, Machine-op-inspct,0,0,50, <=50K
38, Private, Some-college,10, Sales,0,0,40, <=50K
29, Private, HS-grad,9, Prof-specialty,0,0,40, >50K
56, Private, Assoc-voc,11, Craft-repair,0,0,45, >50K
41, Private, Some-college,10, Exec-managerial,0,0,80, <=50K
62, Self-emp-inc, Masters,14, Sales,0,0,45, >50K
27, Private, HS-grad,9, Protective-serv,0,0,40, <=50K
25, Private, HS-grad,9, Sales,4416,0,42, <=50K
33, Private, Bachelors,13, Prof-specialty,15024,0,75, >50K
43, Private, HS-grad,9, Machine-op-inspct,0,0,45, <=50K
53, Federal-gov, Masters,14, Adm-clerical,0,0,40, >50K
43, Private, Bachelors,13, Other-service,0,0,40, <=50K
56, Private, HS-grad,9, Craft-repair,0,0,35, <=50K
25, Private, Bachelors,13, Sales,0,0,50, <=50K
60, Private, Masters,14, Prof-specialty,0,0,40, <=50K
40, Private, Bachelors,13, Adm-clerical,2977,0,40, <=50K
20, Private, Some-college,10, Craft-repair,0,0,25, <=50K
25, Private, HS-grad,9, Craft-repair,0,0,80, >50K
18, Private, 11th,7, Sales,0,0,10, <=50K
32, State-gov, Assoc-acdm,12, Other-service,0,0,35, <=50K
27, Private, 1st-4th,2, Other-service,0,0,35, <=50K
48, Private, HS-grad,9, Machine-op-inspct,0,0,16, <=50K
55, Private, HS-grad,9, Sales,0,0,40, <=50K
33, Local-gov, Bachelors,13, Prof-specialty,0,0,50, >50K
21, State-gov, Some-college,10, Adm-clerical,0,0,12, <=50K
43, Self-emp-not-inc, HS-grad,9, Craft-repair,0,0,30, <=50K
35, Private, Some-college,10, Machine-op-inspct,0,0,40, <=50K
39, Local-gov, Bachelors,13, Prof-specialty,0,0,35, >50K
44, Private, Some-college,10, Transport-moving,0,0,72, >50K
27, Private, Assoc-acdm,12, Craft-repair,0,0,40, <=50K
69, Private, 10th,6, Craft-repair,0,0,40, <=50K
37, Private, 5th-6th,3, Other-service,0,0,40, <=50K
43, Local-gov, Bachelors,13, Prof-specialty,0,0,39, <=50K
62, HS-grad, HS-grad,9,,0,0,48, <=50K
34, State-gov, Masters,14, Prof-specialty,0,0,40, >50K
31, Self-emp-not-inc, Some-college,10, Machine-op-inspct,0,0,48, <=50K
42, State-gov, Doctorate,16, Prof-specialty,8614,0,60, >50K
26, Private, HS-grad,9, Sales,0,0,30, <=50K
39, Private, Some-college,10, Other-service,0,0,75, <=50K
25, Private, Bachelors,13, Other-service,0,0,40, <=50K
54, Local-gov, Some-college,10, Transport-moving,0,0,30, <=50K
44, State-gov, Masters,14, Prof-specialty,0,0,60, >50K
34, State-gov, Masters,14, Prof-specialty,7688,0,38, >50K
21, Self-emp-inc, Some-college,10, Exec-managerial,0,0,40, <=50K
50, Private, 5th-6th,3, Handlers-cleaners,0,0,55, <=50K
40, Self-emp-inc, Assoc-acdm,12, Exec-managerial,0,0,40, >50K
44, Private, Masters,14, Exec-managerial,0,0,40, >50K
33, Local-gov, Assoc-acdm,12, Protective-serv,0,0,56, <=50K
35, Self-emp-not-inc, Bachelors,13, Other-service,0,0,60, <=50K
43, Private, Some-college,10, Sales,7298,0,40, >50K
57, HS-grad, 10th,6,,0,0,30, <=50K
51, Local-gov, Masters,14, Prof-specialty,0,0,45, <=50K
51, Local-gov, HS-grad,9, Protective-serv,0,0,40, <=50K
58, Private, 10th,6, Craft-repair,0,0,50, <=50K
